Number of total jobs: 3732
Job created at 6, Arrival Time: 6, Processing Time: 3, Priority: 0
Job created at 2525, Arrival Time: 2525, Processing Time: 2, Priority: 0
Job created at 2526, Arrival Time: 2526, Processing Time: 12, Priority: 0
Job created at 2530, Arrival Time: 2530, Processing Time: 3, Priority: 0
Job created at 2531, Arrival Time: 2531, Processing Time: 10, Priority: 0
Job created at 2534, Arrival Time: 2534, Processing Time: 5, Priority: 0
Job created at 2539, Arrival Time: 2539, Processing Time: 10, Priority: 0
Job created at 2541, Arrival Time: 2541, Processing Time: 2, Priority: 0
Job created at 2544, Arrival Time: 2544, Processing Time: 3, Priority: 0
Job created at 2549, Arrival Time: 2549, Processing Time: 5, Priority: 0
Job created at 2549, Arrival Time: 2549, Processing Time: 15, Priority: 0
Job created at 2549, Arrival Time: 2549, Processing Time: 10, Priority: 0
Job created at 2551, Arrival Time: 2551, Processing Time: 9, Priority: 1
Job created at 2556, Arrival Time: 2556, Processing Time: 1, Priority: 0
Job created at 2559, Arrival Time: 2559, Processing Time: 10, Priority: 0
Job created at 2560, Arrival Time: 2560, Processing Time: 4, Priority: 0
Job created at 2564, Arrival Time: 2564, Processing Time: 2, Priority: 0
Job created at 2569, Arrival Time: 2569, Processing Time: 3, Priority: 0
Job created at 2570, Arrival Time: 2570, Processing Time: 6, Priority: 0
Job created at 2574, Arrival Time: 2574, Processing Time: 11, Priority: 0
Job created at 2575, Arrival Time: 2575, Processing Time: 2, Priority: 0
Job created at 2579, Arrival Time: 2579, Processing Time: 6, Priority: 0
Job created at 2579, Arrival Time: 2579, Processing Time: 4, Priority: 0
Job created at 2584, Arrival Time: 2584, Processing Time: 11, Priority: 1
Job created at 2584, Arrival Time: 2584, Processing Time: 3, Priority: 0
Job created at 2591, Arrival Time: 2591, Processing Time: 8, Priority: 0
Job created at 2591, Arrival Time: 2591, Processing Time: 3, Priority: 0
Job created at 2594, Arrival Time: 2594, Processing Time: 3, Priority: 0
Job created at 2599, Arrival Time: 2599, Processing Time: 12, Priority: 0
Job created at 2600, Arrival Time: 2600, Processing Time: 1, Priority: 0
Job created at 2601, Arrival Time: 2601, Processing Time: 7, Priority: 0
Job created at 2604, Arrival Time: 2604, Processing Time: 5, Priority: 0
Job created at 2605, Arrival Time: 2605, Processing Time: 10, Priority: 1
Job created at 2610, Arrival Time: 2610, Processing Time: 2, Priority: 0
Job created at 2611, Arrival Time: 2611, Processing Time: 6, Priority: 0
Job created at 2616, Arrival Time: 2616, Processing Time: 4, Priority: 0
Job created at 2621, Arrival Time: 2621, Processing Time: 9, Priority: 0
Job created at 2621, Arrival Time: 2621, Processing Time: 3, Priority: 0
Job created at 2625, Arrival Time: 2625, Processing Time: 1, Priority: 0
Job created at 2626, Arrival Time: 2626, Processing Time: 12, Priority: 0
Job created at 2630, Arrival Time: 2630, Processing Time: 6, Priority: 0
Job created at 2631, Arrival Time: 2631, Processing Time: 4, Priority: 0
Job created at 2634, Arrival Time: 2634, Processing Time: 3, Priority: 0
Job created at 2640, Arrival Time: 2640, Processing Time: 7, Priority: 0
Job created at 2640, Arrival Time: 2640, Processing Time: 5, Priority: 0
Job created at 2642, Arrival Time: 2642, Processing Time: 11, Priority: 1
Job created at 2646, Arrival Time: 2646, Processing Time: 4, Priority: 0
Job created at 2650, Arrival Time: 2650, Processing Time: 14, Priority: 0
Job created at 2650, Arrival Time: 2650, Processing Time: 8, Priority: 0
Job created at 2651, Arrival Time: 2651, Processing Time: 5, Priority: 0
Job created at 2656, Arrival Time: 2656, Processing Time: 3, Priority: 0
Job created at 2659, Arrival Time: 2659, Processing Time: 7, Priority: 0
Job created at 2659, Arrival Time: 2659, Processing Time: 5, Priority: 0
Job created at 2665, Arrival Time: 2665, Processing Time: 4, Priority: 0
Job created at 2666, Arrival Time: 2666, Processing Time: 12, Priority: 1
Job created at 2669, Arrival Time: 2669, Processing Time: 2, Priority: 0
Job created at 2671, Arrival Time: 2671, Processing Time: 10, Priority: 0
Job created at 2674, Arrival Time: 2674, Processing Time: 15, Priority: 0
Job created at 2675, Arrival Time: 2675, Processing Time: 4, Priority: 0
Job created at 2680, Arrival Time: 2680, Processing Time: 6, Priority: 0
Job created at 2680, Arrival Time: 2680, Processing Time: 2, Priority: 0
Job created at 2685, Arrival Time: 2685, Processing Time: 4, Priority: 0
Job created at 2689, Arrival Time: 2689, Processing Time: 10, Priority: 0
Job created at 2691, Arrival Time: 2691, Processing Time: 3, Priority: 0
Job created at 2694, Arrival Time: 2694, Processing Time: 3, Priority: 0
Job created at 2700, Arrival Time: 2700, Processing Time: 11, Priority: 0
Job created at 2700, Arrival Time: 2700, Processing Time: 8, Priority: 0
Job created at 2701, Arrival Time: 2701, Processing Time: 11, Priority: 1
Job created at 2701, Arrival Time: 2701, Processing Time: 1, Priority: 0
Job created at 2704, Arrival Time: 2704, Processing Time: 4, Priority: 0
Job created at 2711, Arrival Time: 2711, Processing Time: 10, Priority: 0
Job created at 2711, Arrival Time: 2711, Processing Time: 3, Priority: 0
Job created at 2714, Arrival Time: 2714, Processing Time: 1, Priority: 0
Job created at 2719, Arrival Time: 2719, Processing Time: 7, Priority: 0
Job created at 2719, Arrival Time: 2719, Processing Time: 1, Priority: 0
Job created at 2724, Arrival Time: 2724, Processing Time: 5, Priority: 0
Job created at 2726, Arrival Time: 2726, Processing Time: 12, Priority: 0
Job created at 2730, Arrival Time: 2730, Processing Time: 4, Priority: 0
Job created at 2731, Arrival Time: 2731, Processing Time: 9, Priority: 0
Job created at 2733, Arrival Time: 2733, Processing Time: 10, Priority: 1
Job created at 2735, Arrival Time: 2735, Processing Time: 1, Priority: 0
Job created at 2740, Arrival Time: 2740, Processing Time: 10, Priority: 0
Job created at 2740, Arrival Time: 2740, Processing Time: 1, Priority: 0
Job created at 2746, Arrival Time: 2746, Processing Time: 3, Priority: 0
Job created at 2750, Arrival Time: 2750, Processing Time: 7, Priority: 0
Job created at 2750, Arrival Time: 2750, Processing Time: 3, Priority: 0
Job created at 2751, Arrival Time: 2751, Processing Time: 14, Priority: 0
Job created at 2756, Arrival Time: 2756, Processing Time: 3, Priority: 0
Job created at 2760, Arrival Time: 2760, Processing Time: 6, Priority: 0
Job created at 2760, Arrival Time: 2760, Processing Time: 2, Priority: 0
Job created at 2762, Arrival Time: 2762, Processing Time: 9, Priority: 1
Job created at 2766, Arrival Time: 2766, Processing Time: 1, Priority: 0
Job created at 2769, Arrival Time: 2769, Processing Time: 1, Priority: 0
Job created at 2771, Arrival Time: 2771, Processing Time: 8, Priority: 0
Job created at 2774, Arrival Time: 2774, Processing Time: 13, Priority: 0
Job created at 2775, Arrival Time: 2775, Processing Time: 5, Priority: 0
Job created at 2779, Arrival Time: 2779, Processing Time: 7, Priority: 0
Job created at 2780, Arrival Time: 2780, Processing Time: 1, Priority: 0
Job created at 2785, Arrival Time: 2785, Processing Time: 3, Priority: 0
Job created at 2788, Arrival Time: 2788, Processing Time: 11, Priority: 1
Job created at 2789, Arrival Time: 2789, Processing Time: 10, Priority: 0
Job created at 2790, Arrival Time: 2790, Processing Time: 1, Priority: 0
Job created at 2796, Arrival Time: 2796, Processing Time: 3, Priority: 0
Job created at 2799, Arrival Time: 2799, Processing Time: 10, Priority: 0
Job created at 2801, Arrival Time: 2801, Processing Time: 13, Priority: 0
Job created at 2801, Arrival Time: 2801, Processing Time: 5, Priority: 0
Job created at 2804, Arrival Time: 2804, Processing Time: 2, Priority: 0
Job created at 2811, Arrival Time: 2811, Processing Time: 8, Priority: 0
Job created at 2811, Arrival Time: 2811, Processing Time: 2, Priority: 0
Job created at 2816, Arrival Time: 2816, Processing Time: 5, Priority: 0
Job created at 2820, Arrival Time: 2820, Processing Time: 8, Priority: 1
Job created at 2820, Arrival Time: 2820, Processing Time: 7, Priority: 0
Job created at 2820, Arrival Time: 2820, Processing Time: 4, Priority: 0
Job created at 2824, Arrival Time: 2824, Processing Time: 1, Priority: 0
Job created at 2826, Arrival Time: 2826, Processing Time: 13, Priority: 0
Job created at 2830, Arrival Time: 2830, Processing Time: 1, Priority: 0
Job created at 2831, Arrival Time: 2831, Processing Time: 8, Priority: 0
Job created at 2834, Arrival Time: 2834, Processing Time: 4, Priority: 0
Job created at 2840, Arrival Time: 2840, Processing Time: 9, Priority: 0
Job created at 2840, Arrival Time: 2840, Processing Time: 1, Priority: 0
Job created at 2846, Arrival Time: 2846, Processing Time: 5, Priority: 0
Job created at 2849, Arrival Time: 2849, Processing Time: 14, Priority: 0
Job created at 2849, Arrival Time: 2849, Processing Time: 3, Priority: 0
Job created at 2850, Arrival Time: 2850, Processing Time: 10, Priority: 0
Job created at 2853, Arrival Time: 2853, Processing Time: 12, Priority: 1
Job created at 2855, Arrival Time: 2855, Processing Time: 5, Priority: 0
Job created at 2859, Arrival Time: 2859, Processing Time: 5, Priority: 0
Job created at 2861, Arrival Time: 2861, Processing Time: 10, Priority: 0
Job created at 2864, Arrival Time: 2864, Processing Time: 4, Priority: 0
Job created at 2869, Arrival Time: 2869, Processing Time: 4, Priority: 0
Job created at 2869, Arrival Time: 2869, Processing Time: 10, Priority: 0
Job created at 2875, Arrival Time: 2875, Processing Time: 13, Priority: 0
Job created at 2876, Arrival Time: 2876, Processing Time: 1, Priority: 0
Job created at 2879, Arrival Time: 2879, Processing Time: 2, Priority: 0
Job created at 2880, Arrival Time: 2880, Processing Time: 7, Priority: 0
Job created at 2885, Arrival Time: 2885, Processing Time: 4, Priority: 0
Job created at 2885, Arrival Time: 2885, Processing Time: 11, Priority: 1
Job created at 2889, Arrival Time: 2889, Processing Time: 2, Priority: 0
Job created at 2891, Arrival Time: 2891, Processing Time: 8, Priority: 0
Job created at 2894, Arrival Time: 2894, Processing Time: 5, Priority: 0
Job created at 2899, Arrival Time: 2899, Processing Time: 8, Priority: 0
Job created at 2900, Arrival Time: 2900, Processing Time: 5, Priority: 0
Job created at 2901, Arrival Time: 2901, Processing Time: 15, Priority: 0
Job created at 2905, Arrival Time: 2905, Processing Time: 1, Priority: 0
Job created at 2907, Arrival Time: 2907, Processing Time: 12, Priority: 1
Job created at 2911, Arrival Time: 2911, Processing Time: 5, Priority: 0
Job created at 2911, Arrival Time: 2911, Processing Time: 9, Priority: 0
Job created at 2916, Arrival Time: 2916, Processing Time: 4, Priority: 0
Job created at 2920, Arrival Time: 2920, Processing Time: 9, Priority: 0
Job created at 2921, Arrival Time: 2921, Processing Time: 1, Priority: 0
Job created at 2924, Arrival Time: 2924, Processing Time: 15, Priority: 0
Job created at 2924, Arrival Time: 2924, Processing Time: 4, Priority: 0
Job created at 2929, Arrival Time: 2929, Processing Time: 1, Priority: 0
Job created at 2929, Arrival Time: 2929, Processing Time: 10, Priority: 0
Job created at 2936, Arrival Time: 2936, Processing Time: 4, Priority: 0
Job created at 2941, Arrival Time: 2941, Processing Time: 11, Priority: 1
Job created at 2941, Arrival Time: 2941, Processing Time: 5, Priority: 0
Job created at 2941, Arrival Time: 2941, Processing Time: 6, Priority: 0
Job created at 2944, Arrival Time: 2944, Processing Time: 2, Priority: 0
Job created at 2950, Arrival Time: 2950, Processing Time: 3, Priority: 0
Job created at 2950, Arrival Time: 2950, Processing Time: 7, Priority: 0
Job created at 2951, Arrival Time: 2951, Processing Time: 12, Priority: 0
Job created at 2954, Arrival Time: 2954, Processing Time: 1, Priority: 0
Job created at 2961, Arrival Time: 2961, Processing Time: 5, Priority: 0
Job created at 2961, Arrival Time: 2961, Processing Time: 7, Priority: 0
Job created at 2965, Arrival Time: 2965, Processing Time: 2, Priority: 0
Job created at 2967, Arrival Time: 2967, Processing Time: 9, Priority: 1
Job created at 2969, Arrival Time: 2969, Processing Time: 5, Priority: 0
Job created at 2971, Arrival Time: 2971, Processing Time: 10, Priority: 0
Job created at 2974, Arrival Time: 2974, Processing Time: 11, Priority: 0
Job created at 2975, Arrival Time: 2975, Processing Time: 1, Priority: 0
Job created at 2980, Arrival Time: 2980, Processing Time: 1, Priority: 0
Job created at 2980, Arrival Time: 2980, Processing Time: 10, Priority: 0
Job created at 2985, Arrival Time: 2985, Processing Time: 1, Priority: 0
Job created at 2989, Arrival Time: 2989, Processing Time: 10, Priority: 0
Job created at 2990, Arrival Time: 2990, Processing Time: 5, Priority: 0
Job created at 2994, Arrival Time: 2994, Processing Time: 2, Priority: 0
Job created at 2995, Arrival Time: 2995, Processing Time: 10, Priority: 1
Job created at 2999, Arrival Time: 2999, Processing Time: 5, Priority: 0
Job created at 3000, Arrival Time: 3000, Processing Time: 13, Priority: 0
Job created at 3001, Arrival Time: 3001, Processing Time: 7, Priority: 0
Job created at 3004, Arrival Time: 3004, Processing Time: 1, Priority: 0
Job created at 3009, Arrival Time: 3009, Processing Time: 4, Priority: 0
Job created at 3011, Arrival Time: 3011, Processing Time: 8, Priority: 0
Job created at 3015, Arrival Time: 3015, Processing Time: 2, Priority: 0
Job created at 3020, Arrival Time: 3020, Processing Time: 7, Priority: 0
Job created at 3021, Arrival Time: 3021, Processing Time: 4, Priority: 0
Job created at 3025, Arrival Time: 3025, Processing Time: 13, Priority: 0
Job created at 3025, Arrival Time: 3025, Processing Time: 2, Priority: 0
Job created at 3029, Arrival Time: 3029, Processing Time: 2, Priority: 0
Job created at 3031, Arrival Time: 3031, Processing Time: 8, Priority: 0
Job created at 3033, Arrival Time: 3033, Processing Time: 12, Priority: 1
Job created at 3035, Arrival Time: 3035, Processing Time: 3, Priority: 0
Job created at 3039, Arrival Time: 3039, Processing Time: 5, Priority: 0
Job created at 3039, Arrival Time: 3039, Processing Time: 6, Priority: 0
Job created at 3045, Arrival Time: 3045, Processing Time: 3, Priority: 0
Job created at 3049, Arrival Time: 3049, Processing Time: 2, Priority: 0
Job created at 3050, Arrival Time: 3050, Processing Time: 15, Priority: 0
Job created at 3051, Arrival Time: 3051, Processing Time: 10, Priority: 0
Job created at 3054, Arrival Time: 3054, Processing Time: 5, Priority: 0
Job created at 3055, Arrival Time: 3055, Processing Time: 8, Priority: 1
Job created at 3060, Arrival Time: 3060, Processing Time: 5, Priority: 0
Job created at 3061, Arrival Time: 3061, Processing Time: 9, Priority: 0
Job created at 3065, Arrival Time: 3065, Processing Time: 1, Priority: 0
Job created at 3071, Arrival Time: 3071, Processing Time: 5, Priority: 0
Job created at 3071, Arrival Time: 3071, Processing Time: 10, Priority: 0
Job created at 3074, Arrival Time: 3074, Processing Time: 14, Priority: 0
Job created at 3074, Arrival Time: 3074, Processing Time: 2, Priority: 0
Job created at 3079, Arrival Time: 3079, Processing Time: 7, Priority: 0
Job created at 3080, Arrival Time: 3080, Processing Time: 3, Priority: 0
Job created at 3085, Arrival Time: 3085, Processing Time: 5, Priority: 0
Job created at 3089, Arrival Time: 3089, Processing Time: 1, Priority: 0
Job created at 3090, Arrival Time: 3090, Processing Time: 9, Priority: 0
Job created at 3093, Arrival Time: 3093, Processing Time: 12, Priority: 1
Job created at 3094, Arrival Time: 3094, Processing Time: 1, Priority: 0
Job created at 3099, Arrival Time: 3099, Processing Time: 13, Priority: 0
Job created at 3099, Arrival Time: 3099, Processing Time: 9, Priority: 0
Job created at 3101, Arrival Time: 3101, Processing Time: 5, Priority: 0
Job created at 3104, Arrival Time: 3104, Processing Time: 3, Priority: 0
Job created at 3109, Arrival Time: 3109, Processing Time: 6, Priority: 0
Job created at 3111, Arrival Time: 3111, Processing Time: 5, Priority: 0
Job created at 3114, Arrival Time: 3114, Processing Time: 3, Priority: 0
Job created at 3119, Arrival Time: 3119, Processing Time: 3, Priority: 0
Job created at 3121, Arrival Time: 3121, Processing Time: 10, Priority: 0
Job created at 3122, Arrival Time: 3122, Processing Time: 9, Priority: 1
Job created at 3124, Arrival Time: 3124, Processing Time: 1, Priority: 0
Job created at 3126, Arrival Time: 3126, Processing Time: 13, Priority: 0
Job created at 3129, Arrival Time: 3129, Processing Time: 4, Priority: 0
Job created at 3129, Arrival Time: 3129, Processing Time: 7, Priority: 0
Job created at 3136, Arrival Time: 3136, Processing Time: 5, Priority: 0
Job created at 3141, Arrival Time: 3141, Processing Time: 2, Priority: 0
Job created at 3141, Arrival Time: 3141, Processing Time: 9, Priority: 0
Job created at 3146, Arrival Time: 3146, Processing Time: 11, Priority: 1
Job created at 3146, Arrival Time: 3146, Processing Time: 4, Priority: 0
Job created at 3151, Arrival Time: 3151, Processing Time: 14, Priority: 0
Job created at 3151, Arrival Time: 3151, Processing Time: 2, Priority: 0
Job created at 3151, Arrival Time: 3151, Processing Time: 7, Priority: 0
Job created at 3154, Arrival Time: 3154, Processing Time: 1, Priority: 0
Job created at 3159, Arrival Time: 3159, Processing Time: 3, Priority: 0
Job created at 3161, Arrival Time: 3161, Processing Time: 7, Priority: 0
Job created at 3165, Arrival Time: 3165, Processing Time: 3, Priority: 0
Job created at 3170, Arrival Time: 3170, Processing Time: 5, Priority: 0
Job created at 3171, Arrival Time: 3171, Processing Time: 10, Priority: 0
Job created at 3174, Arrival Time: 3174, Processing Time: 12, Priority: 0
Job created at 3174, Arrival Time: 3174, Processing Time: 2, Priority: 0
Job created at 3179, Arrival Time: 3179, Processing Time: 8, Priority: 0
Job created at 3180, Arrival Time: 3180, Processing Time: 3, Priority: 0
Job created at 3183, Arrival Time: 3183, Processing Time: 10, Priority: 1
Job created at 3184, Arrival Time: 3184, Processing Time: 2, Priority: 0
Job created at 3191, Arrival Time: 3191, Processing Time: 4, Priority: 0
Job created at 3191, Arrival Time: 3191, Processing Time: 9, Priority: 0
Job created at 3194, Arrival Time: 3194, Processing Time: 3, Priority: 0
Job created at 3200, Arrival Time: 3200, Processing Time: 2, Priority: 0
Job created at 3201, Arrival Time: 3201, Processing Time: 13, Priority: 0
Job created at 3201, Arrival Time: 3201, Processing Time: 8, Priority: 0
Job created at 3205, Arrival Time: 3205, Processing Time: 2, Priority: 0
Job created at 3206, Arrival Time: 3206, Processing Time: 10, Priority: 1
Job created at 3209, Arrival Time: 3209, Processing Time: 8, Priority: 0
Job created at 3210, Arrival Time: 3210, Processing Time: 2, Priority: 0
Job created at 3216, Arrival Time: 3216, Processing Time: 1, Priority: 0
Job created at 3219, Arrival Time: 3219, Processing Time: 9, Priority: 0
Job created at 3220, Arrival Time: 3220, Processing Time: 2, Priority: 0
Job created at 3224, Arrival Time: 3224, Processing Time: 11, Priority: 0
Job created at 3224, Arrival Time: 3224, Processing Time: 5, Priority: 0
Job created at 3229, Arrival Time: 3229, Processing Time: 5, Priority: 0
Job created at 3229, Arrival Time: 3229, Processing Time: 8, Priority: 0
Job created at 3235, Arrival Time: 3235, Processing Time: 10, Priority: 1
Job created at 3236, Arrival Time: 3236, Processing Time: 4, Priority: 0
Job created at 3239, Arrival Time: 3239, Processing Time: 2, Priority: 0
Job created at 3240, Arrival Time: 3240, Processing Time: 9, Priority: 0
Job created at 3244, Arrival Time: 3244, Processing Time: 4, Priority: 0
Job created at 3249, Arrival Time: 3249, Processing Time: 10, Priority: 0
Job created at 3250, Arrival Time: 3250, Processing Time: 15, Priority: 0
Job created at 3250, Arrival Time: 3250, Processing Time: 3, Priority: 0
Job created at 3256, Arrival Time: 3256, Processing Time: 2, Priority: 0
Job created at 3260, Arrival Time: 3260, Processing Time: 8, Priority: 0
Job created at 3261, Arrival Time: 3261, Processing Time: 3, Priority: 0
Job created at 3265, Arrival Time: 3265, Processing Time: 3, Priority: 0
Job created at 3271, Arrival Time: 3271, Processing Time: 1, Priority: 0
Job created at 3271, Arrival Time: 3271, Processing Time: 10, Priority: 0
Job created at 3272, Arrival Time: 3272, Processing Time: 10, Priority: 1
Job created at 3274, Arrival Time: 3274, Processing Time: 12, Priority: 0
Job created at 3275, Arrival Time: 3275, Processing Time: 1, Priority: 0
Job created at 3279, Arrival Time: 3279, Processing Time: 10, Priority: 0
Job created at 3280, Arrival Time: 3280, Processing Time: 3, Priority: 0
Job created at 3285, Arrival Time: 3285, Processing Time: 4, Priority: 0
Job created at 3290, Arrival Time: 3290, Processing Time: 1, Priority: 0
Job created at 3291, Arrival Time: 3291, Processing Time: 9, Priority: 0
Job created at 3294, Arrival Time: 3294, Processing Time: 2, Priority: 0
Job created at 3299, Arrival Time: 3299, Processing Time: 9, Priority: 1
Job created at 3300, Arrival Time: 3300, Processing Time: 5, Priority: 0
Job created at 3300, Arrival Time: 3300, Processing Time: 12, Priority: 0
Job created at 3300, Arrival Time: 3300, Processing Time: 7, Priority: 0
Job created at 3306, Arrival Time: 3306, Processing Time: 5, Priority: 0
Job created at 3311, Arrival Time: 3311, Processing Time: 2, Priority: 0
Job created at 3311, Arrival Time: 3311, Processing Time: 10, Priority: 0
Job created at 3314, Arrival Time: 3314, Processing Time: 3, Priority: 0
Job created at 3320, Arrival Time: 3320, Processing Time: 4, Priority: 0
Job created at 3320, Arrival Time: 3320, Processing Time: 9, Priority: 0
Job created at 3324, Arrival Time: 3324, Processing Time: 14, Priority: 0
Job created at 3325, Arrival Time: 3325, Processing Time: 3, Priority: 0
Job created at 3330, Arrival Time: 3330, Processing Time: 9, Priority: 0
Job created at 3331, Arrival Time: 3331, Processing Time: 1, Priority: 0
Job created at 3332, Arrival Time: 3332, Processing Time: 12, Priority: 1
Job created at 3335, Arrival Time: 3335, Processing Time: 3, Priority: 0
Job created at 3339, Arrival Time: 3339, Processing Time: 9, Priority: 0
Job created at 3341, Arrival Time: 3341, Processing Time: 3, Priority: 0
Job created at 3344, Arrival Time: 3344, Processing Time: 3, Priority: 0
Job created at 3349, Arrival Time: 3349, Processing Time: 2, Priority: 0
Job created at 3349, Arrival Time: 3349, Processing Time: 8, Priority: 0
Job created at 3351, Arrival Time: 3351, Processing Time: 14, Priority: 0
Job created at 3354, Arrival Time: 3354, Processing Time: 4, Priority: 0
Job created at 3357, Arrival Time: 3357, Processing Time: 11, Priority: 1
Job created at 3360, Arrival Time: 3360, Processing Time: 10, Priority: 0
Job created at 3361, Arrival Time: 3361, Processing Time: 4, Priority: 0
Job created at 3365, Arrival Time: 3365, Processing Time: 1, Priority: 0
Job created at 3369, Arrival Time: 3369, Processing Time: 3, Priority: 0
Job created at 3370, Arrival Time: 3370, Processing Time: 10, Priority: 0
Job created at 3374, Arrival Time: 3374, Processing Time: 14, Priority: 0
Job created at 3374, Arrival Time: 3374, Processing Time: 1, Priority: 0
Job created at 3379, Arrival Time: 3379, Processing Time: 4, Priority: 0
Job created at 3380, Arrival Time: 3380, Processing Time: 7, Priority: 0
Job created at 3384, Arrival Time: 3384, Processing Time: 3, Priority: 0
Job created at 3386, Arrival Time: 3386, Processing Time: 9, Priority: 1
Job created at 3390, Arrival Time: 3390, Processing Time: 7, Priority: 0
Job created at 3391, Arrival Time: 3391, Processing Time: 4, Priority: 0
Job created at 3396, Arrival Time: 3396, Processing Time: 4, Priority: 0
Job created at 3400, Arrival Time: 3400, Processing Time: 1, Priority: 0
Job created at 3401, Arrival Time: 3401, Processing Time: 6, Priority: 0
Job created at 3401, Arrival Time: 3401, Processing Time: 14, Priority: 0
Job created at 3405, Arrival Time: 3405, Processing Time: 2, Priority: 0
Job created at 3409, Arrival Time: 3409, Processing Time: 1, Priority: 0
Job created at 3410, Arrival Time: 3410, Processing Time: 8, Priority: 0
Job created at 3416, Arrival Time: 3416, Processing Time: 4, Priority: 0
Job created at 3419, Arrival Time: 3419, Processing Time: 12, Priority: 1
Job created at 3420, Arrival Time: 3420, Processing Time: 7, Priority: 0
Job created at 3421, Arrival Time: 3421, Processing Time: 2, Priority: 0
Job created at 3424, Arrival Time: 3424, Processing Time: 4, Priority: 0
Job created at 3426, Arrival Time: 3426, Processing Time: 12, Priority: 0
Job created at 3430, Arrival Time: 3430, Processing Time: 6, Priority: 0
Job created at 3431, Arrival Time: 3431, Processing Time: 1, Priority: 0
Job created at 3434, Arrival Time: 3434, Processing Time: 2, Priority: 0
Job created at 3440, Arrival Time: 3440, Processing Time: 10, Priority: 0
Job created at 3441, Arrival Time: 3441, Processing Time: 1, Priority: 0
Job created at 3444, Arrival Time: 3444, Processing Time: 4, Priority: 0
Job created at 3449, Arrival Time: 3449, Processing Time: 2, Priority: 0
Job created at 3451, Arrival Time: 3451, Processing Time: 13, Priority: 0
Job created at 3451, Arrival Time: 3451, Processing Time: 8, Priority: 0
Job created at 3454, Arrival Time: 3454, Processing Time: 8, Priority: 1
Job created at 3456, Arrival Time: 3456, Processing Time: 2, Priority: 0
Job created at 3461, Arrival Time: 3461, Processing Time: 4, Priority: 0
Job created at 3461, Arrival Time: 3461, Processing Time: 9, Priority: 0
Job created at 3465, Arrival Time: 3465, Processing Time: 1, Priority: 0
Job created at 3470, Arrival Time: 3470, Processing Time: 6, Priority: 0
Job created at 3471, Arrival Time: 3471, Processing Time: 1, Priority: 0
Job created at 3475, Arrival Time: 3475, Processing Time: 13, Priority: 0
Job created at 3476, Arrival Time: 3476, Processing Time: 2, Priority: 0
Job created at 3479, Arrival Time: 3479, Processing Time: 1, Priority: 0
Job created at 3480, Arrival Time: 3480, Processing Time: 10, Priority: 0
Job created at 3484, Arrival Time: 3484, Processing Time: 10, Priority: 1
Job created at 3485, Arrival Time: 3485, Processing Time: 4, Priority: 0
Job created at 3489, Arrival Time: 3489, Processing Time: 3, Priority: 0
Job created at 3490, Arrival Time: 3490, Processing Time: 7, Priority: 0
Job created at 3495, Arrival Time: 3495, Processing Time: 1, Priority: 0
Job created at 3500, Arrival Time: 3500, Processing Time: 1, Priority: 0
Job created at 3501, Arrival Time: 3501, Processing Time: 11, Priority: 0
Job created at 3501, Arrival Time: 3501, Processing Time: 9, Priority: 0
Job created at 3505, Arrival Time: 3505, Processing Time: 5, Priority: 0
Job created at 3508, Arrival Time: 3508, Processing Time: 12, Priority: 1
Job created at 3510, Arrival Time: 3510, Processing Time: 10, Priority: 0
Job created at 3511, Arrival Time: 3511, Processing Time: 3, Priority: 0
Job created at 3516, Arrival Time: 3516, Processing Time: 4, Priority: 0
Job created at 3519, Arrival Time: 3519, Processing Time: 5, Priority: 0
Job created at 3520, Arrival Time: 3520, Processing Time: 9, Priority: 0
Job created at 3525, Arrival Time: 3525, Processing Time: 12, Priority: 0
Job created at 3526, Arrival Time: 3526, Processing Time: 5, Priority: 0
Job created at 3530, Arrival Time: 3530, Processing Time: 10, Priority: 0
Job created at 3531, Arrival Time: 3531, Processing Time: 3, Priority: 0
Job created at 3535, Arrival Time: 3535, Processing Time: 3, Priority: 0
Job created at 3538, Arrival Time: 3538, Processing Time: 12, Priority: 1
Job created at 3540, Arrival Time: 3540, Processing Time: 4, Priority: 0
Job created at 3541, Arrival Time: 3541, Processing Time: 8, Priority: 0
Job created at 3544, Arrival Time: 3544, Processing Time: 3, Priority: 0
Job created at 3549, Arrival Time: 3549, Processing Time: 15, Priority: 0
Job created at 3550, Arrival Time: 3550, Processing Time: 8, Priority: 0
Job created at 3551, Arrival Time: 3551, Processing Time: 5, Priority: 0
Job created at 3555, Arrival Time: 3555, Processing Time: 2, Priority: 0
Job created at 3559, Arrival Time: 3559, Processing Time: 1, Priority: 0
Job created at 3559, Arrival Time: 3559, Processing Time: 9, Priority: 0
Job created at 3564, Arrival Time: 3564, Processing Time: 4, Priority: 0
Job created at 3570, Arrival Time: 3570, Processing Time: 2, Priority: 0
Job created at 3571, Arrival Time: 3571, Processing Time: 6, Priority: 0
Job created at 3573, Arrival Time: 3573, Processing Time: 11, Priority: 1
Job created at 3574, Arrival Time: 3574, Processing Time: 4, Priority: 0
Job created at 3575, Arrival Time: 3575, Processing Time: 13, Priority: 0
Job created at 3580, Arrival Time: 3580, Processing Time: 8, Priority: 0
Job created at 3581, Arrival Time: 3581, Processing Time: 1, Priority: 0
Job created at 3584, Arrival Time: 3584, Processing Time: 1, Priority: 0
Job created at 3589, Arrival Time: 3589, Processing Time: 10, Priority: 0
